,tweet,class,clean_tweet,target
22937,Wish @alliemathews would stop being lazy and be a little rebellious. Come to Indy bitch titz. @tyler_yost misses you,1,wish would stop lazy little rebellious come indy bitch titz yost miss,Offensive
22938,Wish I coulda said more to @EmmaleeeParkerr tonight. Good seeing you fag. &#128540;,0,wish coulda said tonight good seeing fag 128540,Hate
22939,Wish I got hoes like James Bond,1,wish got hoe like james bond,Offensive
22940,Wish I would let you dig in my pockets ... God bless you w/ breath in your body... Lazy ass bitch get up &amp; start grinding,1,wish would let dig pocket god bless w breath body lazy as bitch get stagrinding,Offensive
22941,Wish i had a bad bitch tonight where they at?,1,wish bad bitch tonight,Offensive
22942,Wish they'd teach Tracee. RT @kanYeBreast: all chihuahuas do that squinty eye shit. I think it's hilarious.,1,wish teach tracee chihuahua squinty eye shit think hilarious,Offensive
22943,With a pussy mullet,1,pussy mullet,Offensive
22944,With birds ill share this lonely view,2,bird ill share lonely view,Neither
22945,With my best bitches @nerissaloren @robertenders http://t.co/nsNgQ3q0,1,best bitch,Offensive
22946,With my partner in crime riri22barbie yesss &#128128; bitch stole my look! Hah #vegasqueens #ladykimora &#128139;&#128139; http://t.co/wXKj826B1E,1,partner crime riri22barbie yes 128128 bitch stole look hah vegasqueens ladykimora 128139 128139,Offensive
22947,"With no babymama drama , side hoes all that ...just fa me n only me !",1,babymama drama side hoe fa n,Offensive
22948,With the birds i share this lonely view..,2,bird share lonely view,Neither
22949,"With the bitches @moonsnlullabies, @LaLeaa_, &amp; @DayReeee &#128109;&#128111; &#128139;&#128168; --- @HookahDrive",1,bitch 128109 128111 128139 128168,Offensive
22950,With yo twatching ass bitch!!,1,yo twatching as bitch,Offensive
22951,"Without serge, the bird chirps. The sun burns, the grass grows, the world turns. The moon glows, the river flows. But I die without serge.",2,without serge bird chirp sun burn grass grows world turn moon glow river flow die without serge,Neither
22952,Without the hoes it was gonna be hard for us to pick out good women so hoes you doing a good job .....keep on hoeing!,1,without hoe gonna hard u pick good woman hoe good job keep hoeing,Offensive
22953,Wiz khalifa was the most influential rapper in my era. We seem to forget all the trends this nigguh started,1,wiz khalifa influential rapper era seem forget trend nigguh started,Offensive
22954,Wiz lost his bitch to this nigga ain't no weed in the world strong enough to help him get over that http://t.co/L2xzrUqwkP,1,wiz lost bitch nigga weed world strong enough help get,Offensive
22955,"Wiz need to go back to the ""yeahhhhhhh bitch"" ""OKKKK"" wiz",1,wiz need go back yeahhhhhhh bitch okkkk wiz,Offensive
22956,Wiz thought he could turn his hoe into a house wife #SHEDONTBELONGTOYOU #SHEBELONGSTOTHEWORLD,1,wiz thought could turn hoe house wife shedontbelongtoyou shebelongstotheworld,Offensive
22957,Wizard turned into a hoe after a break up,1,wizard turned hoe break,Offensive
22958,Woke up cold thenna bitch n stomach on Flat fr &#128514;&#128514;&#128514; http://t.co/71IVR8ISlK,1,woke cold thenna bitch n stomach flat fr 128514 128514 128514,Offensive
22959,Woke up dis morning pockets filled with Xtra pros might slide thru double O tonight n bless the hoes! -- #Peezy,1,woke dis morning pocket filled xtra pro might slide thru double tonight n bless hoe peezy,Offensive
22960,Woke up feeling like a bitch. Gonna stop acting like a bitch over some weak shit and focus on myself now. Its me time bruh,1,woke feeling like bitch gonna stop acting like bitch weak shit focus time bruh,Offensive
22961,"Woke up the next morning like ""why in THEE FUCK did i donate my cheese to these skank hoes"" &#128532;",1,woke next morning like thee fuck donate cheese skank hoe 128532,Offensive
22962,Woman busting her ass to please you and you treat her like shit cuz you a immature ass lil boy. Yeah fuck all you hoe ass niggas.,1,woman busting as please treat like shit cuz immature as lil boy yeah fuck hoe as nigga,Offensive
22963,Woman have staring problems just as much as men..Talking all this mumbo jumbo about men..I just give them retarded faces or ignore them..,1,woman staring problem much men talking mumbo jumbo men give retarded face ignore,Offensive
22964,Women can't do something called live life.Apparently that's being a hoe.,1,woman something called live life apparently hoe,Offensive
22965,"Women stay bragging about their mans penis and wonder why your friend fucked him....smh ....silly, silly hoe.",1,woman stay bragging man penis wonder friend fucked smh silly silly hoe,Offensive
22966,"Women use niggas all the time for monetary purposes and gain, if a bitch wanna buy me some sneakers I ain't turning shit down.",1,woman use nigga time monetary purpose gain bitch wanna buy sneaker turning shit,Offensive
22967,"Women want a Best Man Holiday type of nigga meanwhile you have mad THOT pics on ya gram talking about ""this could be us"" bitch die",1,woman want best man holiday type nigga meanwhile mad thot pic ya gram talking could u bitch die,Offensive
22968,Women who are feminist are the ugly bitches who cant find a man for themselves,0,woman feminist ugly bitch cant find man,Hate
22969,"Won't catch me sneak dissing, thats fo the birds.",2,catch sneak dissing thats fo bird,Neither
22970,Won't step dad me hoe. Lol,1,step dad hoe lol,Offensive
22971,Woot! RT @Yankees: #Yankees completed their sixth series sweep of the season and fourth at home.,2,woot yankee completed sixth series sweep season fourth home,Neither
22972,"Word RT @Maxin_Betha: And pussy RT @HumbltonBanks And snacks RT @Aerin_Marie: Ladies, keep beer (cont) http://t.co/ssb5ERhd",1,word betha pussy snack marie lady keep beer cont,Offensive
22973,Word to Ray Rice RT &#8220;@WinningAssNick: if I marry you ain't gone be no divorces bitch. only way outta this is in a box or in handcuffs.&#8221;,1,word ray rice 8220 marry gone divorce bitch way outta box handcuff 8221,Offensive
22974,Word to my bird! http://plixi.com/p/60040730,2,word bird,Neither
22975,Word up doe! GM RT @shik702 Good morning....it's a celebration bitches!,1,word doe gm good morning celebration bitch,Offensive
22976,Word... But what r Dms? RT @BakeGriffin A twitter crush is some bitch shit. Man up &amp; enter her Dm's bruh,1,word dm twitter crush bitch shit man enter dm bruh,Offensive
22977,Words for my single niggaz out here! too many bad bitches better than the last so never sweat a chick man they confused and that's ok.,1,word single niggaz many bad bitch better last never sweat chick man confused ok,Offensive
22978,"Work ,nigga fuck work!! It's Friday bitches, fuck Friday!! All about Saturday !!! Tomorrow will be epic!!",1,work nigga fuck work friday bitch fuck friday saturday tomorrow epic,Offensive
22979,Work be having a bitch enervated and shit.,1,work bitch enervated shit,Offensive
22980,Work is such a bitch right now,1,work bitch right,Offensive
22981,Work out hoe http://t.co/zOLMGuj5HK,1,work hoe,Offensive
22982,Work right now is bitch,1,work right bitch,Offensive
22983,Working Saturday is for the birds #FML,2,working saturday bird fml,Neither
22984,World War Z is on Netflix yasssss bitch yasssss,1,world war z netflix yasssss bitch yasssss,Offensive
22985,Worlds biggest faggot lol,0,world biggest faggot lol,Hate
22986,"Worst shit ever.... mayo already trash, and to mix that trash shit wit the gawd condiment that is ketchup is ultimate trash",1,worst shit ever mayo already trash mix trash shit wit gawd condiment ketchup ultimate trash,Offensive
22987,Would you be interested in some eggplant? RT @NittyScottMC: twerk on me http://t.co/75UftRuVDZ,2,would interested eggplant twerk,Neither
22988,Would you drink with a nigguh? Do you smoke weed?,1,would drink nigguh smoke weed,Offensive
22989,"Would you rather be a monkey or a gorilla? &#8212; Neither, they're both hairy! But if I had to choose, a monkey. They... http://t.co/h2RQF5OqWb",2,would rather monkey gorilla 8212 neither hairy choose monkey,Neither
22990,Would've liked some more backup but I can handle myself against a gang of retards.,1,would liked backup handle gang retard,Offensive
22991,"Wow , that's a stupid bitch &#128514;&#128514;",1,wow stupid bitch 128514 128514,Offensive
22992,Wow I swear I'm gonna cunt punch you,1,wow swear gonna cunt punch,Offensive
22993,Wow fucken Bradley sucks ass. And his coach said this niggah can play for Barcelona hahahahahaha,1,wow fucken bradley suck as coach said niggah play barcelona hahahahahaha,Offensive
22994,"Wow my cuzin dont like lil snupe, this niggah trippin",1,wow cuzin dont like lil snupe niggah trippin,Offensive
22995,Wow my dad just racked me what a fag,1,wow dad racked fag,Offensive
22996,Wow redskins don't want this,2,wow redskin want,Neither
22997,"Wow, Charlie Strong is cleaning house. Might be upwards of 10 released before he is done. @Evan_P_Grant",2,wow charlie strong cleaning house might upwards 10 released done p grant,Neither
22998,"Wow, the whiggers at the Tea Party Nation banned me. I didn't even use any bad words! Maybe my racist founding father quotes did it...",1,wow whiggers tea party nation banned even use bad word maybe racist founding father quote,Offensive
22999,Wow. No yellow yet? = Pagenaud and Marco screwed. Maybe no yellow coming,2,wow yellow yet pagenaud marco screwed maybe yellow coming,Neither
23000,Wow... RT @TayNic So THIS is why big titties were slandered today?!!&#128545; U bitch! RT @Alyricz: Stop the bullshit ... http://t.co/ghWS4TJT,1,wow big titty slandered today 128545 bitch stop bullshit,Offensive
23001,Wowwww this bitch is so ratchet holy crap,1,wowwww bitch ratchet holy crap,Offensive
23002,Wrote the absolute worst paper of my life last week and still got a B+. Gotta love taking freshman English #retards,1,wrote absolute worst paper life last week still got b gotta love taking freshman english retard,Offensive
23003,Wtf I look like lying about knowing a bitch for ? If I don't know the hoe I don't know the hoe. TF it's SIMPLE &#128529;,1,wtf look like lying knowing bitch know hoe know hoe tf simple 128529,Offensive
23004,Wtf am I watching bgc I hat watching these ugly ass ghetto hoes put there family name to shame,1,wtf watching bgc hat watching ugly as ghetto hoe put family name shame,Offensive
23005,Wtf bitch,1,wtf bitch,Offensive
23006,Wtf for real now all these stupid bitches are cutting over some kid smoking pot? I can guarantee over half of them smoke pot themselves #smh,1,wtf real stupid bitch cutting kid smoking pot guarantee half smoke pot smh,Offensive
23007,"Wtf, ""Show me the hoe facts""",1,wtf show hoe fact,Offensive
23008,Wtf... 3 days &amp; 3 nights! If I go another day..... all I know is im going ape shit....,1,wtf 3 day 3 night go another day know im going ape shit,Offensive
23009,Wussup pussies ;) #ImBack #NewTwitter,1,wussup pussy imback newtwitter,Offensive
23010,Wut a bitch,1,wut bitch,Offensive
23011,"Xavier a hoe, he never lookin out..",1,xavier hoe never lookin,Offensive
23012,Y Rick such a weak hoe n this season? Not a good look fam,1,rick weak hoe n season good look fam,Offensive
23013,Y se acab&#243;!! Mexico wins 3-0! That's my team bitches &#10084;&#65039;&#128154; #VIVAMEXICO,1,se acab 243 mexico win 3 0 team bitch 10084 65039 128154 vivamexico,Offensive
23014,Y u a bitch doe?,1,bitch doe,Offensive
23015,Y&#8217;all saying you wouldn&#8217;t eat her pussy? More for me,1,8217 saying 8217 eat pussy,Offensive
23016,Y'all Mfs better believe in karma ... That bitch oh so real,1,mf better believe karma bitch oh real,Offensive
23017,Y'all all some hoes,1,hoe,Offensive
23018,Y'all be cool out there in that cold chasing them hoes &#9996;&#65039;,1,cool cold chasing hoe 9996 65039,Offensive
23019,"Y'all be giving the pooest bitches so much hype, stop it.",1,giving pooest bitch much hype stop,Offensive
23020,Y'all be letting ya side bitches in the house y'all trippin,1,letting ya side bitch house trippin,Offensive
23021,Y'all bitches FAKE &#128514;&#128557;,1,bitch fake 128514 128557,Offensive
23022,"Y'all bitches be coming up with some dumb shit... What the fuck is ""fleek""? &#128529;",1,bitch coming dumb shit fuck fleek 128529,Offensive
23023,Y'all bitches better stop the madness .....,1,bitch better stop madness,Offensive
23024,Y'all bitches need to sandos!,1,bitch need sandos,Offensive
23025,Y'all bitches wanna be so different and y'all really so basic&#128553;&#128553;&#128553;,1,bitch wanna different really basic 128553 128553 128553,Offensive
23026,Y'all bitches want a good dude but can't be real at all then want to blame them for their reaction to your bullshit. Grow the fuck up.,1,bitch want good dude real want blame reaction bullshit grow fuck,Offensive
23027,Y'all can have Skylar Diggins. looks like a tranny to me,1,skylar diggins look like tranny,Offensive
23028,"Y'all can have these so called ""bad bitches"". I'm looking for a nerd like Rocky Balboa had.",1,called bad bitch looking nerd like rocky balboa,Offensive
23029,"Y'all can say ""Imma make it way farther than you.""all you want but aye I'm gonna have fun bitch so SUCK A DIIICCCKKK!!",1,say imma make way farther want aye gonna fun bitch suck diiiccckkk,Offensive
23030,Y'all dumb bitches out here FUCKING UP,1,dumb bitch fucking,Offensive
23031,Y'all entertained by these bitch az niggas hitting women? Smh Who raised you?,1,entertained bitch az nigga hitting woman smh raised,Offensive
23032,"Y'all folks basic , ya parents both racist , I'm lawyering these hoes out here , beatin cases",1,folk basic ya parent racist lawyering hoe beatin case,Offensive
23033,Y'all hoes believe anything though,1,hoe believe anything though,Offensive
23034,"Y'all hoes broke, be stealing from the mall but be flexing",1,hoe broke stealing mall flexing,Offensive
23035,"Y'all hoes don't need a valentine , Y'all need Jesus",1,hoe need valentine need jesus,Offensive
23036,Y'all hoes love everyday,1,hoe love everyday,Offensive
23037,Y'all hoes nasty letting any body hit an eat y'all out smh,1,hoe nasty letting body hit eat smh,Offensive
23038,Y'all hoes really get mad cause a nigga don't want cha,0,hoe really get mad cause nigga want cha,Hate
23039,Y'all hoes so ugh,1,hoe ugh,Offensive
23040,Y'all know what I'm thankful for..... Ya bitch lmaoo my sister funny,1,know thankful ya bitch lmaoo sister funny,Offensive
23041,Y'all lonely ass bitches sure do give out a lot of relationship advice....,1,lonely as bitch sure give lot relationship advice,Offensive
23042,"Y'all men need to watch these ""cream pies"" bitches be having yeast infections &amp; on a 7 day monistat treatment. Know the difference",1,men need watch cream pie bitch yeast infection 7 day monistat treatment know difference,Offensive
23043,Y'all motha fuckas best love my foam party in July. This shit is already a bitch.,1,motha fuckas best love foam party july shit already bitch,Offensive
23044,"Y'all niggas ain't talking bout nothin.. Not a thang, not a not a thang hoe",1,nigga talking bout nothin thang thang hoe,Offensive
23045,Y'all pussy ass niqqa need to make some moves &amp;&amp; get up there &#128524;&#9992;&#65039;,1,pussy as niqqa need make move get 128524 9992 65039,Offensive
23046,Y'all really risk ur lives weaving in &amp; out of traffic traveling thru two counties for some pussy?,1,really risk ur life weaving traffic traveling thru two county pussy,Offensive
23047,"Y'all saw how mad that little chunky boy was? He wouldn't even let his dad touch him, bruh lmao",2,saw mad little chunky boy even let dad touch bruh lmao,Neither
23048,Y'all sleep on Shy Glizzy &#128564; Young Jefe&#128520;,2,sleep shy glizzy 128564 young jefe 128520,Neither
23049,Y'all suck on flappy bird,2,suck flappy bird,Neither
23050,Y'all think @Paula_Deen would call my daughter a nigger? http://t.co/AiOIFhXDmT,1,think deen would call daughter nigger,Offensive
23051,Y'all trying to use The Lord to sell pussy on this corner... I already know!,1,trying use lord sell pussy corner already know,Offensive
23052,Y'all tweet the same shit everytime I get back on this bitch,1,tweet shit everytime get back bitch,Offensive
23053,Y'all wake tf up. Y'all are pussies it's summer time turn tf up!,1,wake tf pussy summer time turn tf,Offensive
23054,Y'all weird on here. Fake hoes for attention,1,weird fake hoe attention,Offensive
23055,YES!! RT @Merky__: NO!!! RT @HuffPostTaste Will YOU buy the new Caramel Apple flavor of Oreos? http://t.co/K8zUp4Ynzf http://t.co/AMuZaTglx8,2,yes buy new caramel apple flavor oreo,Neither
23056,YMCMB always get caught up with strippers. Tyga actually had a child with one. Niggas get rich a buy bitches,1,ymcmb always get caught stripper tyga actually child one nigga get rich buy bitch,Offensive
23057,YOU and them bitches that you came wit,1,bitch came wit,Offensive
23058,"Ya bitch aint bad nigga, u aint got no taste",1,ya bitch aint bad nigga aint got taste,Offensive
23059,Ya bitch basic if she trippin off your social networks profiles.,1,ya bitch basic trippin social network profile,Offensive
23060,Ya bitch choosin http://t.co/lHvGnYZCkr,1,ya bitch choosin,Offensive
23061,Ya bitch got my dirty pistol in her crib uoeno it,1,ya bitch got dirty pistol crib uoeno,Offensive
23062,Ya bitch pussy good I ain't heard it .... I been in there! &#128540;&#128541;&#128541;&#128540;,1,ya bitch pussy good heard 128540 128541 128541 128540,Offensive
23063,Ya bitch wnna ride with me,1,ya bitch wnna ride,Offensive
23064,Ya bitches dumb as fuck for the felon.,1,ya bitch dumb fuck felon,Offensive
23065,Ya kno nigga got two accounts...&#128586; RT @i_EaT_PIE: When the lil bitch start Tweetin... She'll see these tweets or someone will snitch,1,ya kno nigga got two account 128586 eat pie lil bitch statweetin see tweet someone snitch,Offensive
23066,Ya last nicca couldn't beat it .. I hit it like a free throw!,1,ya last nicca beat hit like free throw,Offensive
23067,Ya last nicca couldn't beat it ... I hit it like a free throw!,1,ya last nicca beat hit like free throw,Offensive
23068,Ya lit stupid ass bitch I ain't fuccin witchuuuu &#128581;&#128683;,1,ya lit stupid as bitch fuccin witchuuuu 128581 128683,Offensive
23069,"Ya need a real nigga shawty, so come &amp; throw that pussy shawty.

Studio",1,ya need real nigga shawty come throw pussy shawty studio,Offensive
23070,Ya'll take note. There ain't never tornadoes where colored folk live,2,ya take note never tornado colored folk live,Neither
23071,Yaaaaaas bitch,1,yaaaaaas bitch,Offensive
23072,Yaaaas bitch yaaaaaas,1,yaaaas bitch yaaaaaas,Offensive
23073,"Yaaaasss, bitch! RT @xtina: In more important news... &#127926; http://t.co/Z3b8XVHUty",1,yaaaasss bitch important news 127926,Offensive
23074,"Yaaaassss. These bitches sad !! ""@FashionNFingers: You don't like me why? ""Cause my friend don't."" &#128514;&#128514; that's basically how girls work.""",1,yaaaassss bitch sad like cause friend 128514 128514 basically girl work,Offensive
23075,"Yaaasss! RT @LoveMsLiz: When a hoe is talking about how they really don't be hoes..... &#128530; like girl, if you gotta explain it.. 9/10 a hoe.",1,yaaasss hoe talking really hoe 128530 like girl gotta explain 9 10 hoe,Offensive
23076,Yahhhhhh bitch YAHHHH,1,yahhhhhh bitch yahhhh,Offensive
23077,Yal jus fags screen shootin the shit out of my stories &#128548; http://t.co/Cm55jy52J4,1,yal jus fag screen shootin shit story 128548,Offensive
23078,Yall Niggahs got me fucked up thinkin ima soft ass Lemme sing a love song to you ass niggah &#9995; .,1,yall niggahs got fucked thinkin ima soft as lemme sing love song as niggah 9995,Offensive
23079,Yall bitches be liking yall asses ate lmfao,1,yall bitch liking yall ass ate lmfao,Offensive
23080,Yall bitches only muslim when yall hair fucked up ctfu stop that youngs!!,1,yall bitch muslim yall hair fucked ctfu stop young,Offensive
23081,Yall bitches should be girlfriends for Halloween since yall been sidechiccs all year &#128514;&#128557;&#128564;,1,yall bitch girlfriend halloween since yall sidechiccs year 128514 128557 128564,Offensive
23082,Yall black ass hoes aint east African,1,yall black as hoe aint east african,Offensive
23083,Yall can stop RTing that whataburger shit too cuz I'm still gon eat there. Shouldn't have ordered the chicken dumb bitch.,1,yall stop rting whataburger shit cuz still gon eat ordered chicken dumb bitch,Offensive
23084,Yall couldn't wAit till Halloween to dress up like hoes,1,yall wait till halloween dress like hoe,Offensive
23085,"Yall don't want a nigga unless other bitches want him.. 

But when you get him you get mad cuz those same bitches still want him.
&#128533;?",1,yall want nigga unless bitch want get get mad cuz bitch still want 128533,Offensive
23086,Yall hoes got nothing better to do than to gossip and play telephone.,1,yall hoe got nothing better gossip play telephone,Offensive
23087,Yall hoes still play around with the wrong shit I see.. Smh.,1,yall hoe still play around wrong shit see smh,Offensive
23088,Yall know Skip Bayless is about to slit his wrists over Romo! Lol,2,yall know skip bayless slit wrist romo lol,Neither
23089,Yall letting these hoes fuck you with the strap after you said no?,1,yall letting hoe fuck strap said,Offensive
23090,Yall live for bitches and blunts. We live for weed and money!!!!!!,1,yall live bitch blunts live weed money,Offensive
23091,Yall out here fuckin other women's men risking ya life &amp; freedom but I'm out here single &amp; dolo with no bitch you gotta worry about.,1,yall fuckin woman men risking ya life freedom single dolo bitch gotta worry,Offensive
23092,Yall see Chojis kid? Big ass black bitch,1,yall see chojis kid big as black bitch,Offensive
23093,Yall trustin these hoes... I've never been that gullible,1,yall trustin hoe never gullible,Offensive
23094,Yandy gotta pay me for dick im sorry...that bitch ugly,1,yandy gotta pay dick im sorry bitch ugly,Offensive
23095,Yankee homeruns make me all tingly.,2,yankee homeruns make tingly,Neither
23096,Yankee pinstripes might be the best unis in the MLB but the gray road ones are the worst CC looks like an elephant trapped in a circus tent,2,yankee pinstripe might best unis mlb gray road one worst cc look like elephant trapped circus tent,Neither
23097,Yankees getting killed,2,yankee getting killed,Neither
23098,Yankees great Joe DiMaggio reportedly used to beat wife Marilyn Monroe. Here she is in 1954 announcing divorce http://t.co/blS7dalMiF,2,yankee great joe dimaggio reportedly used beat wife marilyn monroe 1954 announcing divorce,Neither
23099,Yankees season over tho. So yeah.,2,yankee season tho yeah,Neither
23100,Yankees should have NEVER gave away Melky. Guy can flat out HIT. #yankees #giants,2,yankee never gave away melky guy flat hit yankee giant,Neither
23101,Yankees shouldn't rely on the long ball in the playoffs #Yankees #MLB,2,yankee rely long ball playoff yankee mlb,Neither
23102,Yanks choked too..... Lost 4 strait remember,2,yank choked lost 4 strait remember,Neither
23103,Yanks won't make the playoffs but we ain't in the AL basement. That's the Red Sox position:http://t.co/f7HXNDz1hy&#8221;,2,yank make playoff al basement red sox position,Neither
23104,Yas bitches YAS &#128588; http://t.co/bsrWTMKw87,1,yas bitch yas 128588,Offensive
23105,Yas bitches http://t.co/yey8ml5snK,1,yas bitch,Offensive
23106,Yasss bitch yass,1,yasss bitch yass,Offensive
23107,Yasss bitches I'm brown&#128540;,1,yasss bitch brown 128540,Offensive
23108,Yasss brownies &amp; ice cream &#128523; http://t.co/8qLa3JsglG,2,yasss brownie ice cream 128523,Neither
23109,Yay I'm a redneck piece of shit! #sorrynotsorry,1,yay redneck piece shit sorrynotsorry,Offensive
23110,Yayyyy I'm gonna be jacking off to these bitches all day today http://t.co/LEmILFu1,1,yayyyy gonna jacking bitch day today,Offensive
23111,"Yaz bitch yaz, http://t.co/EOmRMqWNqT",1,yaz bitch yaz,Offensive
23112,Yea I see ya hoe,1,yea see ya hoe,Offensive
23113,"Yea I'm illiterate, hot as a skillet bitch. &#128079;",1,yea illiterate hot skillet bitch 128079,Offensive
23114,"Yea Oscar your a grouch.. ""Bitch I live in a fuckin trash can""",1,yea oscar grouch bitch live fuckin trash,Offensive
23115,"Yea alright redneck white trash""@CamoPearls: Stupid niggers hollering out their car going down the road trying to hit on me! Fuck y'all!""",0,yea alright redneck white trash stupid nigger hollering car going road trying hit fuck,Hate
23116,Yea bitch &#128514; how dat shit feel http://t.co/C7H0TfJDET,1,yea bitch 128514 dat shit feel,Offensive
23117,Yea buddy RT @YallJustDontKno: A lot of NBA trash talk going on,2,yea buddy lot nba trash talk going,Neither
23118,Yea randy that white 745 changed my whole mind that hoe nice,1,yea randy white 745 changed whole mind hoe nice,Offensive
23119,Yea you bad but hoe so what,1,yea bad hoe,Offensive
23120,Yea you bad but hoe so what??,1,yea bad hoe,Offensive
23121,"Yea, Mike had a bitch-ass referee in Tokyo @Royceda59",1,yea mike bitch as referee tokyo,Offensive
23122,"Yea, my bitch is crazy. So what?",1,yea bitch crazy,Offensive
23123,Yeaaa bitch I be with dog like shaggy yea we stay clean but we get dirty like Harry,1,yeaaa bitch dog like shaggy yea stay clean get dirty like harry,Offensive
23124,Yeah Chris Brown definitely the realest waffle cone colored nigga of all time for that no bullshit song b that's exactly how I be feelin,1,yeah chris brown definitely realest waffle cone colored nigga time bullshit song b exactly feelin,Offensive
23125,Yeah I can just tell by the weather that I won't be gettin any pussy today,1,yeah tell weather gettin pussy today,Offensive
23126,Yeah I have acne but I still pull hotter bitches than you (-:,1,yeah acne still pull hotter bitch,Offensive
23127,"Yeah I tried and you bein all blind and shit. Lol peace, bitch.&#127797;",1,yeah tried bein blind shit lol peace bitch 127797,Offensive
23128,Yeah at&amp;t needs to get fucked up with this fuckin water proof galaxy-_- got cheerios slidin down the bitch an shit,1,yeah need get fucked fuckin water proof galaxy got cheerio slidin bitch shit,Offensive
23129,Yeah bitch,1,yeah bitch,Offensive
23130,Yeah bitches. You know he was hot shit back in the day http://t.co/z9cGLJTKow,1,yeah bitch know hot shit back day,Offensive
23131,Yeah hoe,1,yeah hoe,Offensive
23132,Yeah hoe.,1,yeah hoe,Offensive
23133,Yeah hoe. http://t.co/qZXi0IuFCf,1,yeah hoe,Offensive
23134,"Yeah im livin right, these bitches dead wrong",1,yeah im livin right bitch dead wrong,Offensive
23135,"Yeah it was a great one actually, I'm fucking hilarious bitches &#128129;&#128536;",1,yeah great one actually fucking hilarious bitch 128129 128536,Offensive
23136,Yeah okay let's just put a fire cracker in a cow pie and see what happens,2,yeah okay let put fire cracker cow pie see happens,Neither
23137,"Yeah right, yeah right, this guys a faggot.",1,yeah right yeah right guy faggot,Offensive
23138,Yeah that's where you're supposed to put the trash can.... #rude http://t.co/molWF0py,2,yeah supposed put trash rude,Neither
23139,Yeah the NFL trash as fuck for this London shit,1,yeah nfl trash fuck london shit,Offensive
23140,Yeah they do. RT @Yankees: Six complete here at The Stadium. #Yankees lead the Red Sox 3-1. #LetsGoYankees,2,yeah six complete stadium yankee lead red sox 3 1 letsgoyankees,Neither
23141,Yeah you bad but hoe so what,1,yeah bad hoe,Offensive
23142,Yeah you bitch &#128514;&#128514;&#128514;,1,yeah bitch 128514 128514 128514,Offensive
23143,"Yeah your eyebrows on point, but is ya pussy clean?",1,yeah eyebrow point ya pussy clean,Offensive
23144,"Yeah, I had a bitch, but she ain't bad as you, so hit me up when you pass through",1,yeah bitch bad hit pas,Offensive
23145,"Yeah, I'm SO annoying until you need something...bitch #fuckfriendzones I don't play that shit, fuck with my heart and I'll make you wish",1,yeah annoying need something bitch fuckfriendzones play shit fuck heaand make wish,Offensive
23146,"Yeah, he forgot to say ""Dumb"" &#8220;@TwistTwizzy: @snoopDogg made a mistake for calling @IggyAzalea bitch.&#8221;",1,yeah forgot say dumb 8220 made mistake calling bitch 8221,Offensive
23147,"Yeah.. They heard I'm fucking nuts, like the swag of a fag",1,yeah heard fucking nut like swag fag,Offensive
23148,Yee boy my yung nicca told me dat waxx,2,yee boy yung nicca told dat waxx,Neither
23149,Yeen never seen a fat nigga on a molly bitch imma hurt somethin,1,yeen never seen fat nigga molly bitch imma husomethin,Offensive
23150,Yeen no real nicca if yeen got no porn sites n your internet history,1,yeen real nicca yeen got porn site n internet history,Offensive
23151,Yeezus was fuckin trash,1,yeezus fuckin trash,Offensive
23152,Yellow jackets at gas station trash cans are THE worst,2,yellow jacket gas station trash can worst,Neither
23153,"Yep RT @KingHorseDick: Nope and never will. RT @iRejectSlimHoes: Fellas u ever had some pussy so good YOU send a ""so what are we?"" Text?",1,yep nope never fella ever pussy good send text,Offensive
23154,"Yep, sources confirmed it. That Iggy concert last night was trash",2,yep source confirmed iggy concelast night trash,Neither
23155,Yes &amp; no RT @ChannyMaraj Is it ok to beat a bitch up over some tweets or nah?,1,yes ok beat bitch tweet nah,Offensive
23156,Yes I love sex I told yo bitch being the rubbers,1,yes love sex told yo bitch rubber,Offensive
23157,Yes bitch you still in love in rich. She lying,1,yes bitch still love rich lying,Offensive
23158,"Yes lawd &#171;@JusDahl God took extra time on you... &#8220;@jaleesaraex: ""you have lips like kylie jenner""
...bitch I'm black http://t.co/zj2Guu0pCM",1,yes lawd 171 god took extra time 8220 lip like kylie jenner bitch black,Offensive
23159,"Yes suhh &#8220;@Swishas_Erbs: &#8220;@Vonteeeeee: Fuck you bitch, I'm CHILLIN&#8221; You Gettin Live Tomorrow ?&#8221;",1,yes suhh 8220 erbs 8220 fuck bitch chillin 8221 gettin live tomorrow 8221,Offensive
23160,"Yes ugly bitch with the shitty platinum blonde skunk hair, you did take cuts",1,yes ugly bitch shitty platinum blonde skunk hair take cut,Offensive
23161,Yes yes yes that's all you gone hear never met a hoe yet that a tell me no,1,yes yes yes gone hear never met hoe yet tell,Offensive
23162,Yes! Daryl and Michone are my niccas!RT @JaJuan_Cofield: @VonshayeB got it recorded! Been waiting months for this season premiere!!!,1,yes daryl michone niccas cofield got recorded waiting month season premiere,Offensive
23163,"Yes, I'm a hairy white man with redneck tendencies who absolutely loves Aretha Franklin. Fuck you hater.",1,yes hairy white man redneck tendency absolutely love aretha franklin fuck hater,Offensive
23164,Yes. And favorites this. RT @StraightCash08: @202SOLE please tell me you didn't buy that trash,2,yes favorite please tell buy trash,Neither
23165,Yessir. You know this man RT @BryceHamilton11: @ItsNotHarold u got some pack fag boy I'm comin thru,1,yessir know man got pack fag boy comin thru,Offensive
